flow_duration,packet_count,bytes_total,avg_pkt_size,std_pkt_size,max_pkt_size,min_pkt_size,packets_per_sec,bytes_per_sec,traffic_category
9.787,475,95317,200.67,34.42,260,140,48.53,9738.84,VoIP
57.46,1179,1518493,1287.95,110.71,1480,1100,20.52,26426.73,Video
9.479,39,3783,97.0,17.25,128,64,4.11,399.07,ICMP
29.164,428,85191,199.04,35.69,260,140,14.68,2921.14,VoIP
37.527,260,335493,1290.36,108.96,1478,1102,6.93,8940.02,Video
55.587,521,104013,199.64,35.93,260,140,9.37,1871.17,VoIP
4.126,112,83593,753.09,513.67,1460,65,27.15,20260.57,Web
54.192,419,84575,201.85,34.79,260,140,7.73,1560.65,VoIP
15.161,37,3466,93.68,15.14,118,65,2.44,228.62,ICMP
79.643,601,772536,1285.42,111.86,1480,1100,7.55,9699.98,Video
50.955,445,88365,198.57,35.7,260,140,8.73,1734.19,VoIP
12.053,1425,2066962,1450.5,29.38,1500,1400,118.23,171485.47,FileTransfer
28.692,811,1047566,1291.7,110.92,1480,1100,28.27,36510.81,Video
41.983,743,148288,199.58,34.84,260,140,17.7,3532.13,VoIP
14.639,54,40092,756.45,528.46,1454,65,3.69,2738.75,Web
13.419,21,14970,748.5,520.42,1412,80,1.56,1115.55,Web
95.246,680,878082,1291.3,111.97,1480,1100,7.14,9219.12,Video
91.606,585,754803,1290.26,108.66,1479,1100,6.39,8239.67,Video
117.543,1139,1466229,1287.29,109.14,1480,1100,9.69,12474.0,Video
87.232,2343,3398125,1450.33,28.86,1500,1400,26.86,38954.86,FileTransfer
13.322,47,33376,725.57,495.2,1394,68,3.53,2505.35,Web
110.133,919,1180709,1284.78,109.18,1480,1100,8.34,10720.76,Video
43.214,557,111247,199.73,34.81,260,140,12.89,2574.31,VoIP
18.607,17,1767,103.94,16.46,127,68,0.91,94.97,ICMP
45.397,615,891558,1449.69,28.84,1500,1400,13.55,19639.11,FileTransfer
46.078,190,37872,199.33,35.23,260,141,4.12,821.92,VoIP
55.792,711,143008,201.14,35.27,260,140,12.74,2563.22,VoIP
53.353,225,292086,1298.16,109.67,1477,1102,4.22,5474.64,Video
51.978,145,28563,196.99,36.29,260,140,2.79,549.52,VoIP
7.535,788,1142530,1449.91,28.94,1500,1400,104.58,151627.73,FileTransfer
12.15,316,63025,199.45,36.37,260,140,26.01,5187.39,VoIP
86.122,826,1198152,1450.55,29.12,1500,1400,9.59,13912.21,FileTransfer
5.767,116,83138,722.94,501.94,1439,65,20.11,14415.72,Web
38.628,1223,1576923,1289.39,111.54,1480,1100,31.66,40822.94,Video
90.497,1213,1559163,1285.38,109.79,1480,1100,13.4,17228.8,Video
20.016,243,49163,202.32,33.51,260,141,12.14,2456.23,VoIP
24.347,255,51262,201.03,35.81,260,140,10.47,2105.45,VoIP
24.72,723,143767,198.85,34.92,260,140,29.25,5815.89,VoIP
104.365,858,1107220,1290.47,109.22,1480,1100,8.22,10609.13,Video
6.288,184,36160,196.52,34.6,260,140,29.26,5750.35,VoIP
70.943,999,1289324,1290.61,111.44,1479,1100,14.08,18174.21,Video
8.264,88,64145,737.3,505.19,1452,71,10.65,7761.64,Web
6.276,23,2351,102.22,18.2,128,68,3.67,374.63,ICMP
14.452,548,109445,199.72,34.63,260,140,37.92,7573.21,VoIP
4.407,35,3364,96.11,16.71,126,64,7.94,763.27,ICMP
54.058,543,108243,199.34,33.35,260,140,10.04,2002.36,VoIP
66.569,401,581574,1450.31,29.26,1500,1400,6.02,8736.39,FileTransfer
83.48,813,1045133,1285.53,111.25,1479,1100,9.74,12519.63,Video
13.739,44,4254,96.68,19.51,126,65,3.2,309.63,ICMP
25.468,2764,4006690,1449.6,28.8,1500,1400,108.53,157321.06,FileTransfer
6.534,44,4084,92.82,18.76,128,64,6.73,625.0,ICMP
15.947,1247,1808167,1450.01,28.72,1500,1400,78.2,113384.62,FileTransfer
43.134,2837,4112033,1449.43,29.14,1500,1400,65.77,95331.07,FileTransfer
35.458,728,937929,1288.36,109.82,1479,1100,20.53,26452.08,Video
16.875,5,541,108.2,22.15,128,67,0.3,32.06,ICMP
73.065,510,655115,1284.54,106.99,1480,1100,6.98,8966.24,Video
3.428,17,12933,808.31,561.06,1437,109,4.96,3772.25,Web
7.9,42,3932,93.62,18.65,128,65,5.32,497.7,ICMP
37.35,1381,1788939,1295.39,108.07,1480,1101,36.97,47896.59,Video
2.256,59,40659,701.02,497.21,1411,72,26.15,18021.38,Web
47.69,364,72754,199.87,35.65,260,140,7.63,1525.56,VoIP
41.859,2939,4262122,1450.19,28.62,1500,1400,70.21,101820.78,FileTransfer
64.885,2002,2902393,1449.75,29.01,1500,1400,30.85,44731.08,FileTransfer
58.194,186,37419,201.18,33.7,259,140,3.2,643.01,VoIP
71.695,1279,1649119,1289.38,111.05,1480,1100,17.84,23001.88,Video
80.298,1601,2320426,1449.36,29.0,1500,1400,19.94,28897.85,FileTransfer
4.556,16,11121,741.4,503.34,1404,77,3.51,2440.85,Web
12.241,35,27381,782.31,551.98,1449,65,2.86,2236.85,Web
8.705,73,49251,684.04,481.21,1391,65,8.39,5657.5,Web
25.312,899,1154440,1284.14,106.74,1480,1100,35.52,45608.81,Video
49.008,388,77693,200.24,34.85,260,141,7.92,1585.32,VoIP
7.236,26,20073,802.92,552.02,1450,81,3.59,2774.18,Web
29.712,835,1070582,1282.13,110.86,1480,1100,28.1,36032.12,Video
3.399,26,2503,96.27,19.26,127,69,7.65,736.47,ICMP
6.88,29,2600,89.66,17.01,124,64,4.22,377.91,ICMP
5.511,18,1889,104.94,16.97,128,65,3.27,342.77,ICMP
118.426,877,1134379,1293.48,111.32,1480,1100,7.41,9578.77,Video
32.205,603,778702,1291.38,108.34,1478,1100,18.72,24179.25,Video
5.002,15,1432,95.47,17.73,122,69,3.0,286.3,ICMP
15.399,24,2134,88.92,18.94,125,64,1.56,138.58,ICMP
76.127,1807,2620634,1450.27,29.08,1500,1400,23.74,34424.5,FileTransfer
45.545,1212,1571868,1296.92,109.15,1480,1100,26.61,34512.71,Video
37.458,1608,2331478,1449.92,28.69,1500,1400,42.93,62242.75,FileTransfer
89.897,1052,1525469,1450.07,28.91,1500,1400,11.7,16969.11,FileTransfer
112.994,376,484741,1289.2,109.99,1478,1100,3.33,4289.95,Video
14.466,45,32394,719.87,504.05,1434,64,3.11,2239.28,Web
5.488,128,25912,202.44,34.6,259,140,23.32,4721.28,VoIP
93.119,1250,1614057,1291.25,110.33,1480,1100,13.42,17333.36,Video
32.376,1279,1651487,1291.23,110.26,1480,1100,39.5,51009.6,Video
38.656,1161,1499944,1291.94,110.94,1480,1100,30.03,38802.31,Video
60.054,2151,3119801,1450.4,29.48,1500,1400,35.82,51949.74,FileTransfer
16.364,352,454915,1292.37,108.86,1480,1101,21.51,27799.11,Video
50.592,776,154538,199.15,34.7,260,140,15.34,3054.57,VoIP
31.656,155,31227,201.46,33.81,259,142,4.9,986.44,VoIP
111.967,1463,1887314,1290.03,110.08,1480,1100,13.07,16855.96,Video
16.113,40,3767,94.17,18.17,128,65,2.48,233.79,ICMP
117.635,1190,1535823,1290.61,109.78,1480,1100,10.12,13055.79,Video
8.416,98,70913,731.06,514.13,1447,64,11.64,8425.99,Web
49.374,957,1387591,1449.94,28.72,1500,1400,19.38,28103.93,FileTransfer
7.046,101,74671,746.71,526.24,1458,69,14.33,10597.72,Web
1.659,19,1829,96.26,17.63,122,66,11.45,1102.5,ICMP
42.369,1458,2112139,1448.66,29.13,1500,1400,34.41,49850.49,FileTransfer
118.686,725,933399,1287.45,111.87,1480,1100,6.11,7864.47,Video
1.956,41,3820,93.17,18.97,128,64,20.96,1953.24,ICMP
105.939,431,556956,1292.24,103.48,1480,1104,4.07,5257.35,Video
71.604,939,1361380,1449.82,29.48,1500,1400,13.11,19012.54,FileTransfer
34.284,2566,3720169,1449.79,28.87,1500,1400,74.84,108509.16,FileTransfer
17.939,30,2944,98.13,19.16,127,64,1.67,164.11,ICMP
13.518,601,119623,199.04,35.82,260,140,44.46,8849.42,VoIP
2.518,43,29982,713.86,516.9,1446,67,17.07,11904.83,Web
11.187,494,634828,1285.08,109.28,1480,1101,44.16,56748.14,Video
11.216,20,1913,95.65,17.79,125,66,1.78,170.56,ICMP
9.409,99,74321,758.38,527.31,1451,68,10.52,7898.92,Web
37.935,708,141849,200.35,35.33,260,140,18.66,3739.23,VoIP
1.151,7,715,102.14,17.77,123,73,6.08,621.39,ICMP
9.119,26,18209,728.36,503.65,1458,76,2.85,1996.87,Web
73.361,524,760299,1450.95,30.18,1500,1400,7.14,10363.85,FileTransfer
5.742,59,41272,711.59,502.82,1457,65,10.27,7187.33,Web
12.402,407,525237,1290.51,105.38,1472,1101,32.82,42349.75,Video
9.984,61,44948,749.13,518.91,1451,67,6.11,4502.0,Web
102.595,831,1073515,1291.84,108.99,1480,1100,8.1,10463.6,Video
12.172,775,997224,1286.74,110.12,1480,1100,63.67,81929.71,Video
80.137,1424,2066525,1451.21,28.89,1500,1400,17.77,25787.34,FileTransfer
41.739,1333,1718416,1289.13,110.76,1480,1100,31.94,41170.98,Video
18.354,2792,4047645,1449.73,28.9,1500,1400,152.12,220526.98,FileTransfer
10.4,117,85505,737.11,517.1,1459,67,11.25,8221.6,Web
46.408,766,989283,1291.49,109.62,1480,1100,16.51,21316.91,Video
48.954,1977,2866859,1450.11,29.05,1500,1400,40.38,58561.73,FileTransfer
74.721,681,988196,1451.1,29.56,1500,1400,9.11,13225.21,FileTransfer
58.897,781,1010410,1293.74,108.87,1480,1100,13.26,17155.62,Video
2.454,49,34700,722.92,506.1,1432,65,19.97,14139.86,Web
48.603,790,158257,200.33,35.3,260,140,16.25,3256.13,VoIP
80.225,1496,1926277,1287.62,108.73,1480,1100,18.65,24010.92,Video
7.596,112,82503,743.27,524.5,1453,64,14.74,10861.49,Web
8.647,2645,3836833,1450.6,28.95,1500,1400,305.9,443738.2,FileTransfer
19.843,11,984,89.45,17.3,115,65,0.55,49.59,ICMP
45.803,778,154982,199.21,34.54,260,140,16.99,3383.7,VoIP
5.739,64,45931,729.06,514.42,1459,65,11.15,8003.27,Web
2.424,42,30210,736.83,500.94,1366,65,17.33,12464.41,Web
42.998,633,819278,1294.28,112.39,1480,1100,14.72,19054.06,Video
55.42,209,42503,203.36,35.35,260,140,3.77,766.93,VoIP
72.038,664,858187,1292.45,109.22,1480,1100,9.22,11912.95,Video
6.39,26,2484,95.54,17.34,126,68,4.07,388.71,ICMP
40.351,442,87786,198.61,34.63,260,140,10.95,2175.56,VoIP
58.571,1176,1519084,1291.74,109.22,1480,1100,20.08,25935.78,Video
56.812,818,1059246,1294.92,109.06,1480,1101,14.4,18644.87,Video
16.653,49,4791,97.78,19.38,128,65,2.94,287.69,ICMP
7.181,23,15667,712.14,507.12,1454,69,3.2,2181.8,Web
4.318,9,802,89.11,22.56,127,66,2.08,185.73,ICMP
2.727,22,2130,96.82,20.46,124,68,8.07,781.09,ICMP
48.966,1477,1906540,1290.82,109.29,1480,1100,30.16,38936.39,Video
54.751,416,82346,197.95,33.98,260,140,7.6,1504.02,VoIP
115.364,415,535261,1289.79,110.22,1479,1100,3.6,4639.76,Video
26.465,625,125159,200.25,34.8,260,140,23.62,4729.27,VoIP
60.669,2806,4069029,1450.12,29.08,1500,1400,46.25,67068.85,FileTransfer
4.533,36,3324,92.33,18.95,128,65,7.94,733.33,ICMP
9.889,465,92533,199.0,34.97,260,140,47.02,9357.13,VoIP
95.518,1299,1676200,1290.38,111.92,1480,1100,13.6,17548.51,Video
2.318,27,2550,94.44,18.67,128,64,11.65,1099.9,ICMP
115.878,1009,1299286,1287.7,111.91,1480,1100,8.71,11212.57,Video
11.582,108,77620,725.42,500.99,1450,65,9.32,6701.87,Web
10.364,483,96323,199.43,33.9,260,140,46.6,9293.91,VoIP
7.515,46,4619,100.41,17.66,128,64,6.12,614.67,ICMP
6.591,22,15848,754.67,507.19,1370,70,3.34,2404.67,Web
10.343,22,2087,94.86,18.0,124,64,2.13,201.78,ICMP
28.008,525,104201,198.48,35.42,260,140,18.74,3720.4,VoIP
8.128,318,63565,199.89,33.71,260,140,39.12,7820.62,VoIP
61.757,880,1134813,1289.56,110.51,1480,1100,14.25,18375.45,Video
104.084,911,1180098,1295.39,107.96,1480,1100,8.75,11337.93,Video
7.846,108,78488,733.53,517.29,1443,69,13.77,10003.6,Web
52.233,118,23546,199.54,35.87,260,140,2.26,450.79,VoIP
107.009,788,1019801,1294.16,108.67,1479,1101,7.36,9530.09,Video
2.379,19,1871,98.47,21.68,126,64,7.99,786.46,ICMP
78.511,583,755257,1295.47,107.84,1478,1100,7.43,9619.76,Video
84.78,1044,1346235,1289.5,113.14,1480,1101,12.31,15879.17,Video
49.738,2435,3530587,1449.93,28.89,1500,1400,48.96,70984.32,FileTransfer
49.715,687,884409,1287.35,112.28,1480,1100,13.82,17789.53,Video
8.922,41,28610,715.25,507.37,1460,68,4.6,3206.53,Web
8.236,104,77404,751.5,522.01,1460,64,12.63,9398.12,Web
57.833,1013,1305845,1289.09,109.67,1480,1100,17.52,22579.57,Video
55.17,526,104627,198.91,35.44,260,140,9.53,1896.45,VoIP
21.796,712,924359,1298.26,111.98,1480,1100,32.67,42408.82,Video
105.158,461,596398,1293.7,108.09,1479,1100,4.38,5671.42,Video
36.158,440,87313,198.44,35.28,260,140,12.17,2414.78,VoIP
2.167,23,2080,90.43,18.29,121,65,10.61,959.92,ICMP
11.899,104,74853,726.73,505.04,1460,69,8.74,6290.88,Web
40.89,723,145613,201.4,34.27,260,140,17.68,3561.08,VoIP
9.228,30,2908,96.93,18.69,128,67,3.25,315.14,ICMP
16.738,44,3936,89.45,19.02,127,64,2.63,235.15,ICMP
13.511,39,3800,97.44,17.49,127,65,2.89,281.26,ICMP
1.873,73,53341,740.85,519.44,1447,64,38.98,28486.2,Web
23.615,723,144533,199.91,35.22,260,140,30.62,6120.44,VoIP
104.151,841,1080007,1284.19,108.7,1480,1100,8.07,10369.63,Video
91.981,201,260057,1293.82,109.33,1478,1102,2.19,2827.29,Video
7.501,27,17339,666.88,444.78,1193,83,3.6,2311.47,Web
9.132,105,73628,701.22,484.62,1423,65,11.5,8063.07,Web
74.792,552,799175,1447.78,29.88,1500,1400,7.38,10685.33,FileTransfer
64.67,1178,1707930,1449.86,29.38,1500,1400,18.22,26409.87,FileTransfer
12.368,16,1630,101.88,20.84,128,66,1.29,131.8,ICMP
8.393,10,895,89.5,18.52,124,64,1.19,106.64,ICMP
4.084,19,1740,91.58,18.43,125,64,4.65,426.02,ICMP
80.253,633,815467,1288.26,113.13,1480,1100,7.89,10161.14,Video
53.784,1419,1833100,1291.83,109.49,1480,1100,26.38,34082.92,Video
3.23,48,33372,710.04,497.79,1420,68,14.86,10332.36,Web
54.878,449,88158,196.34,35.68,260,140,8.18,1606.45,VoIP
33.389,916,1327790,1449.55,28.86,1500,1400,27.43,39767.67,FileTransfer
44.625,460,92960,202.09,33.58,260,140,10.31,2083.12,VoIP
14.283,48,32079,682.53,472.63,1451,70,3.36,2245.99,Web
14.124,23,2135,92.83,18.17,128,66,1.63,151.16,ICMP
15.855,11,1151,104.64,19.62,127,71,0.69,72.6,ICMP
7.85,29,20412,729.0,508.46,1438,65,3.69,2600.37,Web
7.17,101,70521,705.21,495.94,1425,65,14.09,9835.21,Web
102.838,203,260841,1284.93,106.85,1479,1104,1.97,2536.43,Video
43.78,202,40293,199.47,34.24,260,140,4.61,920.35,VoIP
3.54,88,63974,735.33,516.41,1452,64,24.86,18070.44,Web
80.331,803,1033660,1287.25,109.47,1480,1100,10.0,12867.43,Video
66.834,434,557748,1285.13,107.46,1477,1100,6.49,8345.25,Video
69.17,322,416613,1293.83,112.33,1480,1102,4.66,6023.04,Video
14.924,16,1519,94.94,19.19,127,69,1.07,101.79,ICMP
39.926,290,376641,1298.76,110.39,1478,1100,7.26,9433.4,Video
17.106,8,782,97.75,18.73,127,72,0.47,45.72,ICMP
15.829,12,1113,92.75,17.17,127,71,0.76,70.31,ICMP
5.374,16,1490,93.12,18.41,127,69,2.98,277.25,ICMP
14.969,27,2732,101.19,18.55,126,65,1.8,182.51,ICMP
12.777,53,36413,700.25,480.34,1456,66,4.15,2849.92,Web
25.655,1064,1376431,1293.64,110.93,1480,1100,41.47,53652.55,Video
79.552,605,877366,1450.19,28.6,1500,1400,7.61,11028.85,FileTransfer
12.979,22,16222,772.48,538.79,1425,70,1.7,1249.88,Web
9.147,2188,3170698,1449.13,28.96,1500,1400,239.21,346649.14,FileTransfer
119.458,1392,1799700,1292.89,109.64,1480,1100,11.65,15065.54,Video
22.756,1232,1786550,1450.12,28.84,1500,1400,54.14,78509.86,FileTransfer
3.24,47,34889,758.46,517.09,1451,73,14.51,10768.92,Web
13.212,36,3420,95.0,20.54,127,65,2.72,258.85,ICMP
12.2,430,551566,1282.71,110.64,1480,1100,35.25,45210.37,Video
6.206,788,158778,201.49,34.96,260,140,126.98,25584.82,VoIP
18.607,11,1040,94.55,20.84,128,66,0.59,55.89,ICMP
17.557,168,33400,198.81,35.04,260,140,9.57,1902.38,VoIP
9.277,348,70261,201.9,35.13,260,140,37.51,7574.03,VoIP
7.233,33,22786,712.06,508.41,1458,78,4.56,3150.37,Web
40.98,1167,1510928,1294.71,110.17,1480,1100,28.48,36870.04,Video
42.033,408,82124,201.28,34.38,260,140,9.71,1953.81,VoIP
50.829,951,1379186,1450.25,29.33,1500,1400,18.71,27134.1,FileTransfer
2.038,59,40669,701.19,487.28,1369,64,28.95,19957.6,Web
63.175,1458,1884679,1292.65,108.13,1480,1100,23.08,29832.63,Video
57.652,1964,2848214,1450.21,28.89,1500,1400,34.07,49403.35,FileTransfer
8.345,34,3325,97.79,17.91,128,64,4.07,398.43,ICMP
20.371,381,75614,198.46,34.73,260,140,18.7,3711.9,VoIP
31.573,1409,2043615,1450.4,29.38,1500,1400,44.63,64726.09,FileTransfer
40.871,382,77127,201.9,34.49,260,140,9.35,1887.1,VoIP
26.242,172,34682,201.64,35.2,260,140,6.55,1321.6,VoIP
59.483,1287,1665340,1293.97,110.34,1480,1100,21.64,27996.88,Video
25.253,969,1246931,1286.82,109.38,1480,1100,38.37,49376.7,Video
2.514,23,15269,694.05,507.69,1402,65,9.15,6073.97,Web
37.627,122,23596,193.41,34.6,260,140,3.24,627.11,VoIP
2.47,31,2933,94.61,19.07,126,64,12.55,1187.52,ICMP
7.893,36,3464,96.22,19.32,126,64,4.56,438.85,ICMP
14.864,482,95282,197.68,34.37,260,140,32.43,6410.07,VoIP
27.519,227,44603,196.49,34.51,259,140,8.25,1620.79,VoIP
19.309,786,1013973,1290.04,106.54,1479,1100,40.71,52512.88,Video
48.175,2959,4290754,1450.07,28.92,1500,1400,61.42,89065.54,FileTransfer
13.702,1440,2086643,1449.06,29.29,1500,1400,105.09,152287.4,FileTransfer
13.698,105,75724,721.18,511.31,1448,64,7.67,5528.13,Web
2.149,19,13014,723.0,484.45,1386,85,8.84,6057.11,Web
44.922,278,358316,1288.91,109.72,1480,1100,6.19,7976.49,Video
7.953,2328,3375101,1449.79,28.81,1500,1400,292.71,424362.29,FileTransfer
6.168,43,4048,94.14,18.93,128,64,6.97,656.31,ICMP
52.631,492,98320,199.84,34.56,260,140,9.35,1868.11,VoIP
6.744,16,1612,100.75,14.77,126,71,2.37,239.02,ICMP
91.505,559,719890,1287.82,110.12,1480,1100,6.11,7867.21,Video
26.987,392,77272,197.12,34.76,259,140,14.53,2863.29,VoIP
10.774,42,4094,97.48,21.57,128,64,3.9,379.99,ICMP
62.876,1064,1375562,1292.82,108.08,1480,1100,16.92,21877.4,Video
35.238,111,21688,195.39,33.71,259,140,3.15,615.46,VoIP
25.838,2529,3668723,1450.66,29.52,1500,1400,97.88,141991.88,FileTransfer
53.839,613,122691,200.15,35.15,260,140,11.39,2278.86,VoIP
60.814,1280,1655756,1293.56,111.61,1480,1100,21.05,27226.49,Video
65.148,1967,2852201,1450.03,28.84,1500,1400,30.19,43780.24,FileTransfer
3.741,110,78933,717.57,513.35,1448,64,29.41,21100.78,Web
61.295,1589,2303863,1449.88,29.45,1500,1400,25.92,37586.47,FileTransfer
11.075,742,148924,200.71,34.73,260,140,67.0,13446.84,VoIP
79.18,566,730552,1290.73,110.47,1480,1101,7.15,9226.43,Video
17.957,2132,3090421,1449.54,29.41,1500,1400,118.73,172105.08,FileTransfer
18.503,179,35881,200.45,35.29,256,140,9.67,1939.25,VoIP
78.953,1881,2729769,1451.23,29.37,1500,1400,23.82,34574.59,FileTransfer
24.183,783,1013285,1294.11,109.93,1480,1100,32.38,41900.94,Video
42.197,2320,3363735,1449.89,29.39,1500,1400,54.98,79715.94,FileTransfer
38.987,310,62010,200.03,34.78,260,140,7.95,1590.55,VoIP
42.287,423,84887,200.68,34.85,260,140,10.0,2007.4,VoIP
45.858,274,55449,202.37,34.79,260,140,5.97,1209.14,VoIP
24.723,668,133347,199.62,35.42,260,140,27.02,5393.63,VoIP
14.665,66,45706,703.17,490.47,1400,65,4.5,3116.77,Web
96.17,1052,1356807,1289.74,111.41,1480,1100,10.94,14108.42,Video
14.148,37,3752,101.41,19.73,128,69,2.62,265.19,ICMP
36.501,469,678960,1447.68,29.66,1500,1400,12.85,18600.88,FileTransfer
46.874,1550,2247927,1450.28,29.12,1500,1400,33.07,47956.78,FileTransfer
47.822,2826,4096184,1449.46,28.93,1500,1400,59.09,85655.44,FileTransfer
49.883,631,125903,199.53,34.76,260,140,12.65,2523.98,VoIP
60.91,1015,1314594,1295.17,108.97,1480,1100,16.66,21582.68,Video
29.255,215,44044,204.86,35.3,260,140,7.35,1505.52,VoIP
67.896,1497,2169363,1449.14,28.85,1500,1400,22.05,31951.48,FileTransfer
31.036,700,142179,203.11,36.06,260,140,22.55,4581.07,VoIP
30.721,193,37937,196.56,35.38,260,140,6.28,1234.87,VoIP
14.725,767,153362,199.95,35.11,260,140,52.09,10415.26,VoIP
6.823,36,24681,705.17,485.35,1396,69,5.28,3617.21,Web
87.186,1652,2395728,1450.2,28.96,1500,1400,18.95,27478.49,FileTransfer
7.152,98,69421,715.68,503.28,1453,67,13.7,9706.77,Web
5.467,31,3158,101.87,17.95,126,64,5.67,577.67,ICMP
18.275,33,3232,97.94,18.81,127,67,1.81,176.86,ICMP
79.056,907,1314737,1449.54,28.89,1500,1400,11.47,16630.44,FileTransfer
60.494,677,873959,1290.93,116.65,1480,1100,11.19,14447.13,Video
1.542,25,2494,99.76,19.31,128,67,16.22,1617.62,ICMP
12.008,36,3506,97.39,16.42,127,67,3.0,291.97,ICMP
17.252,29,2812,96.97,19.88,127,67,1.68,162.99,ICMP
2.604,77,52915,696.25,478.48,1364,64,29.57,20322.68,Web
4.977,31,2846,91.81,20.53,128,64,6.23,571.84,ICMP
51.513,352,71022,201.77,34.13,260,140,6.83,1378.73,VoIP
38.734,656,848880,1294.02,113.42,1480,1100,16.94,21915.66,Video
3.175,91,63902,710.02,499.43,1455,66,28.66,20126.3,Web
12.271,99,72111,735.83,516.94,1447,65,8.07,5876.39,Web
15.848,1177,1708092,1451.23,29.21,1500,1400,74.27,107776.85,FileTransfer
17.944,38,3668,96.53,19.05,128,64,2.12,204.41,ICMP
87.422,2026,2937407,1449.86,29.09,1500,1400,23.17,33600.26,FileTransfer
14.308,74,54340,744.38,526.42,1456,66,5.17,3797.99,Web
33.264,1368,1984886,1450.94,28.45,1500,1400,41.13,59670.64,FileTransfer
16.09,1434,2079977,1450.47,28.79,1500,1400,89.12,129270.73,FileTransfer
55.085,475,688825,1450.16,28.6,1500,1400,8.62,12504.75,FileTransfer
45.719,718,143526,199.9,34.54,260,140,15.7,3139.3,VoIP
35.36,501,101158,201.91,35.4,259,140,14.17,2860.8,VoIP
78.596,897,1299500,1448.72,29.19,1500,1400,11.41,16533.88,FileTransfer
17.437,20,1979,98.95,18.66,128,67,1.15,113.5,ICMP
18.475,608,778805,1280.93,112.4,1480,1100,32.91,42154.68,Video
9.916,396,79321,200.31,34.67,260,140,39.93,7998.94,VoIP
8.381,155,31050,200.32,34.55,260,140,18.49,3704.7,VoIP
11.002,71,49430,706.14,502.04,1447,64,6.45,4492.65,Web
50.408,756,152913,202.27,34.48,260,140,15.0,3033.48,VoIP
9.612,95,69493,731.51,508.15,1448,65,9.88,7229.91,Web
22.349,2271,3295884,1451.29,29.14,1500,1400,101.62,147473.78,FileTransfer
58.656,131,25972,198.26,34.53,260,140,2.23,442.79,VoIP
15.874,11,1033,93.91,20.7,128,67,0.69,65.08,ICMP
100.052,786,1014714,1290.98,108.58,1480,1100,7.86,10141.9,Video
6.531,42,30499,743.88,504.22,1456,66,6.43,4670.12,Web
4.752,13,1350,103.85,17.72,127,67,2.74,284.07,ICMP
9.034,81,54372,679.65,470.34,1403,66,8.97,6018.64,Web
11.236,2935,4258216,1450.84,28.9,1500,1400,261.21,378978.82,FileTransfer
71.487,1204,1554493,1291.11,110.9,1480,1100,16.84,21745.05,Video
14.146,23,15845,720.23,521.77,1427,76,1.63,1120.11,Web
14.008,59,43114,743.34,514.56,1446,65,4.21,3077.84,Web
8.769,22,2113,96.05,19.89,128,66,2.51,240.96,ICMP
48.859,473,610877,1291.49,106.49,1480,1100,9.68,12502.83,Video
14.641,16,1607,100.44,17.4,128,65,1.09,109.76,ICMP
5.528,110,77316,702.87,486.78,1426,64,19.9,13985.25,Web
43.67,269,53249,197.95,34.44,260,140,6.16,1219.34,VoIP
13.505,48,35927,764.4,527.33,1443,87,3.55,2660.26,Web
17.301,1448,1871655,1292.58,111.81,1480,1100,83.69,108181.82,Video
14.365,45,4269,94.87,17.56,128,67,3.13,297.18,ICMP
27.562,164,33153,202.15,34.06,260,140,5.95,1202.84,VoIP
5.605,41,26601,665.02,448.24,1459,67,7.31,4745.81,Web
7.721,1381,2001573,1449.36,29.08,1500,1400,178.87,259244.42,FileTransfer
5.251,49,35821,746.27,511.7,1447,69,9.33,6821.76,Web
73.799,2601,3774059,1451.0,29.25,1500,1400,35.24,51139.93,FileTransfer
9.076,33,22947,717.09,527.46,1437,76,3.64,2528.44,Web
14.21,90,62715,696.83,490.99,1441,75,6.33,4413.34,Web
19.91,18,1814,100.78,16.44,126,69,0.9,91.11,ICMP
1.743,48,4851,101.06,19.32,128,65,27.54,2783.47,ICMP
8.84,25,19127,765.08,546.14,1430,73,2.83,2163.57,Web
27.953,335,66649,198.95,34.18,260,140,11.98,2384.29,VoIP
89.951,340,493236,1450.69,29.89,1500,1400,3.78,5483.4,FileTransfer
5.708,41,3901,95.15,18.95,128,64,7.18,683.48,ICMP
14.54,464,598563,1290.01,109.15,1479,1100,31.91,41166.8,Video
4.845,5,501,100.2,18.61,126,71,1.03,103.42,ICMP
100.515,771,993277,1288.3,108.35,1480,1100,7.67,9881.92,Video
69.617,2966,4300579,1449.96,29.33,1500,1400,42.6,61774.49,FileTransfer
19.179,27,2603,96.41,19.13,125,65,1.41,135.72,ICMP
32.971,762,152717,200.42,34.63,260,140,23.11,4631.83,VoIP
33.28,689,138603,201.17,35.28,260,140,20.7,4164.79,VoIP
23.126,454,89065,196.18,33.02,260,140,19.63,3851.36,VoIP
3.997,33,3107,94.15,17.74,126,66,8.26,777.37,ICMP
10.153,380,75320,198.21,33.91,260,140,37.43,7418.61,VoIP
99.532,1187,1527820,1287.13,110.37,1480,1100,11.93,15350.02,Video
4.628,36,26078,745.09,529.94,1447,64,7.78,5634.91,Web
8.506,73,52107,723.71,512.73,1445,67,8.58,6126.05,Web
54.872,1341,1729754,1289.9,110.75,1480,1100,24.44,31523.53,Video
50.27,701,905032,1291.06,109.94,1480,1100,13.94,18003.55,Video
34.214,470,94387,200.82,34.68,260,140,13.74,2758.75,VoIP
23.96,360,466705,1296.4,110.97,1480,1100,15.03,19478.6,Video
